case_id,mask_path,status,csv_rows_count,unique_mask_ids_count,mapped_ids_count,missing_ids_count,out_of_bounds_count,background_hit_count,native_hit_count,flipped_xy_hit_count,local_search_hit_count,matched_instance_ids,missing_instance_ids,json_path,error_message
1_2_840_113654_2_55_211061844061257583267255198314639771160,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211061844061257583267255198314639771160.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211061844061257583267255198314639771160.json,
1_2_840_113654_2_55_211215682120178259913854983216589943670,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211215682120178259913854983216589943670.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211215682120178259913854983216589943670.json,
1_2_840_113654_2_55_211447421644214596960059893282976014671,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211447421644214596960059893282976014671.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_211447421644214596960059893282976014671.json,
1_2_840_113654_2_55_212442286780905588649418707431314763021,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_212442286780905588649418707431314763021.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_212442286780905588649418707431314763021.json,
1_2_840_113654_2_55_212854950912635612593128421496116544287,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_212854950912635612593128421496116544287.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_212854950912635612593128421496116544287.json,
1_2_840_113654_2_55_213980682370963174897122128594833064086,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_213980682370963174897122128594833064086.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_213980682370963174897122128594833064086.json,
1_2_840_113654_2_55_214294488119366332764804691925580746415,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214294488119366332764804691925580746415.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214294488119366332764804691925580746415.json,
1_2_840_113654_2_55_214507427258856342030051653305995868983,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214507427258856342030051653305995868983.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214507427258856342030051653305995868983.json,
1_2_840_113654_2_55_214676897869458663414892479674814933218,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214676897869458663414892479674814933218.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214676897869458663414892479674814933218.json,
1_2_840_113654_2_55_214812330188436922070216338590972586702,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214812330188436922070216338590972586702.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214812330188436922070216338590972586702.json,
1_2_840_113654_2_55_214907066553227968642200375273652128637,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214907066553227968642200375273652128637.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_214907066553227968642200375273652128637.json,
1_2_840_113654_2_55_215722073174618503298439390725767169219,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_215722073174618503298439390725767169219.nii.gz,success,4,4,4,0,0,0,0,4,0,1 2 3 4,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_215722073174618503298439390725767169219.json,
1_2_840_113654_2_55_217339327628719034438610403076674856940,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_217339327628719034438610403076674856940.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_217339327628719034438610403076674856940.json,
1_2_840_113654_2_55_217936135143492022181136506593610904129,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_217936135143492022181136506593610904129.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_217936135143492022181136506593610904129.json,
1_2_840_113654_2_55_218076089818363391288768734734588936128,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_218076089818363391288768734734588936128.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_218076089818363391288768734734588936128.json,
1_2_840_113654_2_55_22084245517968704647300402362399724489,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_22084245517968704647300402362399724489.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_22084245517968704647300402362399724489.json,
1_2_840_113654_2_55_220981293353960453785189675345887361174,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_220981293353960453785189675345887361174.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_220981293353960453785189675345887361174.json,
1_2_840_113654_2_55_221067730035847863860146563439107273788,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_221067730035847863860146563439107273788.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_221067730035847863860146563439107273788.json,
1_2_840_113654_2_55_224731045035078993804276283984198453268,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224731045035078993804276283984198453268.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224731045035078993804276283984198453268.json,
1_2_840_113654_2_55_224777532125761784480895292903697176573,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224777532125761784480895292903697176573.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224777532125761784480895292903697176573.json,
1_2_840_113654_2_55_224870333230337203717989642199673145562,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224870333230337203717989642199673145562.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_224870333230337203717989642199673145562.json,
1_2_840_113654_2_55_225085001939525820364477836952557694360,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225085001939525820364477836952557694360.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225085001939525820364477836952557694360.json,
1_2_840_113654_2_55_225162680304753753170799246597922594537,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225162680304753753170799246597922594537.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225162680304753753170799246597922594537.json,
1_2_840_113654_2_55_225387375575185250086190389023316790712,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225387375575185250086190389023316790712.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225387375575185250086190389023316790712.json,
1_2_840_113654_2_55_225628055780194009168639007542874871421,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225628055780194009168639007542874871421.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225628055780194009168639007542874871421.json,
1_2_840_113654_2_55_225696489069807918091925883270800581133,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225696489069807918091925883270800581133.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_225696489069807918091925883270800581133.json,
1_2_840_113654_2_55_226702246620149944950378721001694303956,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_226702246620149944950378721001694303956.nii.gz,success,3,3,3,0,0,0,0,3,1,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_226702246620149944950378721001694303956.json,
1_2_840_113654_2_55_226765818028939940333874799953609667018,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_226765818028939940333874799953609667018.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_226765818028939940333874799953609667018.json,
1_2_840_113654_2_55_227096334067175130239106931094993836503,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_227096334067175130239106931094993836503.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_227096334067175130239106931094993836503.json,
1_2_840_113654_2_55_22720048007098663985989154223759852742,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_22720048007098663985989154223759852742.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_22720048007098663985989154223759852742.json,
1_2_840_113654_2_55_227226903588334501528187177303546368845,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_227226903588334501528187177303546368845.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_227226903588334501528187177303546368845.json,
1_2_840_113654_2_55_228819213500439950432649534424439000747,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_228819213500439950432649534424439000747.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_228819213500439950432649534424439000747.json,
1_2_840_113654_2_55_229176704413485934994674111451774480662,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229176704413485934994674111451774480662.nii.gz,success,6,6,6,0,0,0,0,6,0,1 2 3 4 5 6,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229176704413485934994674111451774480662.json,
1_2_840_113654_2_55_229523728501256031972160240193493393635,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229523728501256031972160240193493393635.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229523728501256031972160240193493393635.json,
1_2_840_113654_2_55_229682097312879037406825557404183151877,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229682097312879037406825557404183151877.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_229682097312879037406825557404183151877.json,
1_2_840_113654_2_55_2313175091817815424024073280235454581,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_2313175091817815424024073280235454581.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_2313175091817815424024073280235454581.json,
1_2_840_113654_2_55_232153201008171848003267552668879382557,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232153201008171848003267552668879382557.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232153201008171848003267552668879382557.json,
1_2_840_113654_2_55_232288864416581389115297686650673020891,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232288864416581389115297686650673020891.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232288864416581389115297686650673020891.json,
1_2_840_113654_2_55_232374409558563680169389546539409434955,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232374409558563680169389546539409434955.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232374409558563680169389546539409434955.json,
1_2_840_113654_2_55_232880284013184298994012794861919694054,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232880284013184298994012794861919694054.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_232880284013184298994012794861919694054.json,
1_2_840_113654_2_55_233094037298601495008633979900860462398,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_233094037298601495008633979900860462398.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_233094037298601495008633979900860462398.json,
1_2_840_113654_2_55_234436245962533160208515180604554078366,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_234436245962533160208515180604554078366.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_234436245962533160208515180604554078366.json,
1_2_840_113654_2_55_235434125859738701116667949942838588734,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_235434125859738701116667949942838588734.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_235434125859738701116667949942838588734.json,
1_2_840_113654_2_55_236678366754731028560868551617726372730,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_236678366754731028560868551617726372730.nii.gz,success,5,5,5,0,0,0,0,5,0,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_236678366754731028560868551617726372730.json,
1_2_840_113654_2_55_237285981019752910277607067449609632988,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237285981019752910277607067449609632988.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237285981019752910277607067449609632988.json,
1_2_840_113654_2_55_237888372075744323567029493558312988868,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237888372075744323567029493558312988868.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237888372075744323567029493558312988868.json,
1_2_840_113654_2_55_237947335209814432930408476902577398286,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237947335209814432930408476902577398286.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237947335209814432930408476902577398286.json,
1_2_840_113654_2_55_237960690110058484772863830688636787055,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237960690110058484772863830688636787055.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_237960690110058484772863830688636787055.json,
1_2_840_113654_2_55_238342329224122320452539295174558074956,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238342329224122320452539295174558074956.nii.gz,success,5,5,5,0,0,0,0,5,0,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238342329224122320452539295174558074956.json,
1_2_840_113654_2_55_238508649733626109379036925709190278929,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238508649733626109379036925709190278929.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238508649733626109379036925709190278929.json,
1_2_840_113654_2_55_238519687129394139924938635204494068809,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238519687129394139924938635204494068809.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238519687129394139924938635204494068809.json,
1_2_840_113654_2_55_238792245250261505206291975716647154460,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238792245250261505206291975716647154460.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238792245250261505206291975716647154460.json,
1_2_840_113654_2_55_238814541182280662161737112338918718341,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238814541182280662161737112338918718341.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_238814541182280662161737112338918718341.json,
1_2_840_113654_2_55_239626450642739495070937445182337264181,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_239626450642739495070937445182337264181.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_239626450642739495070937445182337264181.json,
1_2_840_113654_2_55_239660688132171587167430215676523350253,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_239660688132171587167430215676523350253.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_239660688132171587167430215676523350253.json,
1_2_840_113654_2_55_240095821682659454965185694620421941559,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240095821682659454965185694620421941559.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240095821682659454965185694620421941559.json,
1_2_840_113654_2_55_240126144029613036091533485864183020780,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240126144029613036091533485864183020780.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240126144029613036091533485864183020780.json,
1_2_840_113654_2_55_240496187876358097977931873270255873391,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240496187876358097977931873270255873391.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_240496187876358097977931873270255873391.json,
1_2_840_113654_2_55_241518518668131112947468601865560957057,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_241518518668131112947468601865560957057.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_241518518668131112947468601865560957057.json,
1_2_840_113654_2_55_241896961795146647721128681936717052455,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_241896961795146647721128681936717052455.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_241896961795146647721128681936717052455.json,
1_2_840_113654_2_55_245236297887395008995229495349278165595,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245236297887395008995229495349278165595.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245236297887395008995229495349278165595.json,
1_2_840_113654_2_55_245872397567416881782576246544772317801,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245872397567416881782576246544772317801.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245872397567416881782576246544772317801.json,
1_2_840_113654_2_55_245996847863544698086229480388958129255,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245996847863544698086229480388958129255.nii.gz,success,5,5,5,0,0,0,0,5,1,1 2 3 4 5,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_245996847863544698086229480388958129255.json,
1_2_840_113654_2_55_246330844667494485709499469173633161785,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246330844667494485709499469173633161785.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246330844667494485709499469173633161785.json,
1_2_840_113654_2_55_246919996189624403138250540220487673227,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246919996189624403138250540220487673227.nii.gz,success,3,3,3,0,0,0,0,3,0,1 2 3,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246919996189624403138250540220487673227.json,
1_2_840_113654_2_55_246961904048066892833276798013040278041,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246961904048066892833276798013040278041.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_246961904048066892833276798013040278041.json,
1_2_840_113654_2_55_247882119081546685628228431285165820941,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_247882119081546685628228431285165820941.nii.gz,success,4,4,4,0,0,0,0,4,0,1 2 3 4,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_247882119081546685628228431285165820941.json,
1_2_840_113654_2_55_24818913021221735265337902943042328543,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_24818913021221735265337902943042328543.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_24818913021221735265337902943042328543.json,
1_2_840_113654_2_55_248788994086350902233101328611855875186,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_248788994086350902233101328611855875186.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_248788994086350902233101328611855875186.json,
1_2_840_113654_2_55_249135885450489266204364754807780690224,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249135885450489266204364754807780690224.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249135885450489266204364754807780690224.json,
1_2_840_113654_2_55_249169762635854516646981918605313756643,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249169762635854516646981918605313756643.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249169762635854516646981918605313756643.json,
1_2_840_113654_2_55_249394496907611937924603391337879583163,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249394496907611937924603391337879583163.nii.gz,success,2,2,2,0,0,0,0,2,0,1 2,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249394496907611937924603391337879583163.json,
1_2_840_113654_2_55_249542710670298113750189901344704714769,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249542710670298113750189901344704714769.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249542710670298113750189901344704714769.json,
1_2_840_113654_2_55_249699298671783825553137507411476683302,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249699298671783825553137507411476683302.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249699298671783825553137507411476683302.json,
1_2_840_113654_2_55_249704926108265414078746367461571916556,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249704926108265414078746367461571916556.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249704926108265414078746367461571916556.json,
1_2_840_113654_2_55_249717334757344494383014838880917127565,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249717334757344494383014838880917127565.nii.gz,success,1,1,1,0,0,0,0,1,0,1,,/opt/data/beegfs/Task023_LUNA25/raw_splitted/labelsTs/1_2_840_113654_2_55_249717334757344494383014838880917127565.json,
