,split,uid,uid_sanitized,status,error_message,mask_path,csv_rows_count,local_search_radius,unique_mask_ids_count,mapped_ids_count,missing_ids_count,out_of_bounds_count,background_hit_count,native_hit_count,flipped_xy_hit_count,local_search_hit_count,matched_instance_ids,missing_instance_ids,unmatched_lesion_count,has_duplicates_matching,discarded,json_path
1013,train,1.2.840.113654.2.55.304806271779916017860732157604449848530,1_2_840_113654_2_55_304806271779916017860732157604449848530,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.304806271779916017860732157604449848530.nii.gz,1,0,1,0,1,0,1,0,0,0,,1,1,False,True,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_304806271779916017860732157604449848530.json
1014,train,1.2.840.113654.2.55.16181272902462140926750525872957014004,1_2_840_113654_2_55_16181272902462140926750525872957014004,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.16181272902462140926750525872957014004.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_16181272902462140926750525872957014004.json
1015,train,1.2.840.113654.2.55.50348501182460798561850758197964530742,1_2_840_113654_2_55_50348501182460798561850758197964530742,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.50348501182460798561850758197964530742.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_50348501182460798561850758197964530742.json
1016,train,1.2.840.113654.2.55.193496698102807112120320322485195356499,1_2_840_113654_2_55_193496698102807112120320322485195356499,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.193496698102807112120320322485195356499.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_193496698102807112120320322485195356499.json
1017,train,1.2.840.113654.2.55.894196751628564835151882232283554234,1_2_840_113654_2_55_894196751628564835151882232283554234,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.894196751628564835151882232283554234.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_894196751628564835151882232283554234.json
1018,train,1.2.840.113654.2.55.182628058063146984041081334192314884221,1_2_840_113654_2_55_182628058063146984041081334192314884221,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.182628058063146984041081334192314884221.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_182628058063146984041081334192314884221.json
1019,train,1.2.840.113654.2.55.249068828443493946472376983315256359917,1_2_840_113654_2_55_249068828443493946472376983315256359917,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.249068828443493946472376983315256359917.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_249068828443493946472376983315256359917.json
1020,train,1.2.840.113654.2.55.56595345718284599994787554141786216755,1_2_840_113654_2_55_56595345718284599994787554141786216755,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.56595345718284599994787554141786216755.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_56595345718284599994787554141786216755.json
1021,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.258728945544208125022653464431,1_3_6_1_4_1_14519_5_2_1_7009_9004_258728945544208125022653464431,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.258728945544208125022653464431.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_258728945544208125022653464431.json
1022,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.188149807492890774627050979118,1_3_6_1_4_1_14519_5_2_1_7009_9004_188149807492890774627050979118,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.188149807492890774627050979118.nii.gz,4,0,4,4,0,0,0,0,4,0,1 2 3 4,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_188149807492890774627050979118.json
1023,train,1.2.840.113654.2.55.296598184400248278418040798098386468494,1_2_840_113654_2_55_296598184400248278418040798098386468494,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.296598184400248278418040798098386468494.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_296598184400248278418040798098386468494.json
1024,train,1.2.840.113654.2.55.27214974250011573539161261473582556833,1_2_840_113654_2_55_27214974250011573539161261473582556833,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.27214974250011573539161261473582556833.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_27214974250011573539161261473582556833.json
1025,train,1.2.840.113654.2.55.154569154394337020744146028005629127903,1_2_840_113654_2_55_154569154394337020744146028005629127903,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.154569154394337020744146028005629127903.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_154569154394337020744146028005629127903.json
1026,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.382785291617244257186395866630,1_3_6_1_4_1_14519_5_2_1_7009_9004_382785291617244257186395866630,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.382785291617244257186395866630.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_382785291617244257186395866630.json
1027,train,1.2.840.113654.2.55.156073867050899102179503761875405783116,1_2_840_113654_2_55_156073867050899102179503761875405783116,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.156073867050899102179503761875405783116.nii.gz,4,0,4,4,0,0,0,0,4,0,1 2 3 4,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_156073867050899102179503761875405783116.json
1028,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.720638874591594257189176997402,1_3_6_1_4_1_14519_5_2_1_7009_9004_720638874591594257189176997402,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.720638874591594257189176997402.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_720638874591594257189176997402.json
1029,train,1.2.840.113654.2.55.321610200001308699436368321581078256051,1_2_840_113654_2_55_321610200001308699436368321581078256051,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.321610200001308699436368321581078256051.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_321610200001308699436368321581078256051.json
1030,train,1.2.840.113654.2.55.291786666636071779241445858349421119013,1_2_840_113654_2_55_291786666636071779241445858349421119013,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.291786666636071779241445858349421119013.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_291786666636071779241445858349421119013.json
1031,train,1.2.840.113654.2.55.213780636551243928709689531127192785317,1_2_840_113654_2_55_213780636551243928709689531127192785317,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.213780636551243928709689531127192785317.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_213780636551243928709689531127192785317.json
1032,train,1.2.840.113654.2.55.250515180643042076073711575805216550703,1_2_840_113654_2_55_250515180643042076073711575805216550703,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.250515180643042076073711575805216550703.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_250515180643042076073711575805216550703.json
1033,train,1.2.840.113654.2.55.178827175318167063724486002756120338274,1_2_840_113654_2_55_178827175318167063724486002756120338274,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.178827175318167063724486002756120338274.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_178827175318167063724486002756120338274.json
1034,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.122545957508507253050784859813,1_3_6_1_4_1_14519_5_2_1_7009_9004_122545957508507253050784859813,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.122545957508507253050784859813.nii.gz,4,0,4,4,0,0,0,0,4,0,1 2 3 4,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_122545957508507253050784859813.json
1035,train,1.2.840.113654.2.55.86511057568579387155796677015913942355,1_2_840_113654_2_55_86511057568579387155796677015913942355,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.86511057568579387155796677015913942355.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_86511057568579387155796677015913942355.json
1036,train,1.2.840.113654.2.55.237560930829175677728490591999091180420,1_2_840_113654_2_55_237560930829175677728490591999091180420,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.237560930829175677728490591999091180420.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_237560930829175677728490591999091180420.json
1037,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.247829280116657325188620856105,1_3_6_1_4_1_14519_5_2_1_7009_9004_247829280116657325188620856105,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.247829280116657325188620856105.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_247829280116657325188620856105.json
1038,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.261868344863450368044288312649,1_3_6_1_4_1_14519_5_2_1_7009_9004_261868344863450368044288312649,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.261868344863450368044288312649.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_261868344863450368044288312649.json
1039,train,1.2.840.113654.2.55.231150549637165429324621070035615152428,1_2_840_113654_2_55_231150549637165429324621070035615152428,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.231150549637165429324621070035615152428.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_231150549637165429324621070035615152428.json
1040,train,1.2.840.113654.2.55.30144622574853524809825290047971961732,1_2_840_113654_2_55_30144622574853524809825290047971961732,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.30144622574853524809825290047971961732.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_30144622574853524809825290047971961732.json
1041,train,1.2.840.113654.2.55.257869829971443810506449734666024924395,1_2_840_113654_2_55_257869829971443810506449734666024924395,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.257869829971443810506449734666024924395.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_257869829971443810506449734666024924395.json
1042,train,1.2.840.113654.2.55.209951299256469800914041172523481123119,1_2_840_113654_2_55_209951299256469800914041172523481123119,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.209951299256469800914041172523481123119.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_209951299256469800914041172523481123119.json
1043,train,1.2.840.113654.2.55.278143982150886423526601054151339058686,1_2_840_113654_2_55_278143982150886423526601054151339058686,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.278143982150886423526601054151339058686.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_278143982150886423526601054151339058686.json
1044,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.336832610089461934819661898582,1_3_6_1_4_1_14519_5_2_1_7009_9004_336832610089461934819661898582,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.336832610089461934819661898582.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_336832610089461934819661898582.json
1045,train,1.2.840.113654.2.55.135566722612896764039766815521612665069,1_2_840_113654_2_55_135566722612896764039766815521612665069,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.135566722612896764039766815521612665069.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_135566722612896764039766815521612665069.json
1046,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.157204904209311171860286597352,1_3_6_1_4_1_14519_5_2_1_7009_9004_157204904209311171860286597352,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.157204904209311171860286597352.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_157204904209311171860286597352.json
1047,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.151987754907190678769888883928,1_3_6_1_4_1_14519_5_2_1_7009_9004_151987754907190678769888883928,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.151987754907190678769888883928.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_151987754907190678769888883928.json
1048,train,1.2.840.113654.2.55.125673848687442739240124952311572914454,1_2_840_113654_2_55_125673848687442739240124952311572914454,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.125673848687442739240124952311572914454.nii.gz,2,0,2,1,1,0,1,0,1,0,1,2,1,False,True,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_125673848687442739240124952311572914454.json
1049,train,1.2.840.113654.2.55.103450924695770247012119550919830648086,1_2_840_113654_2_55_103450924695770247012119550919830648086,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.103450924695770247012119550919830648086.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_103450924695770247012119550919830648086.json
1050,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.275767896695714677876535315675,1_3_6_1_4_1_14519_5_2_1_7009_9004_275767896695714677876535315675,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.275767896695714677876535315675.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_275767896695714677876535315675.json
1051,train,1.2.840.113654.2.55.210767457934301573827879348695027974600,1_2_840_113654_2_55_210767457934301573827879348695027974600,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.210767457934301573827879348695027974600.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_210767457934301573827879348695027974600.json
1052,train,1.2.840.113654.2.55.230222856974180673388490924967599420799,1_2_840_113654_2_55_230222856974180673388490924967599420799,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.230222856974180673388490924967599420799.nii.gz,3,0,3,3,0,0,0,0,3,0,1 2 3,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_230222856974180673388490924967599420799.json
1053,train,1.2.840.113654.2.55.247637087077546846417629669347039694530,1_2_840_113654_2_55_247637087077546846417629669347039694530,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.247637087077546846417629669347039694530.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_247637087077546846417629669347039694530.json
1054,train,1.2.840.113654.2.55.223695996654965009055140581342012070001,1_2_840_113654_2_55_223695996654965009055140581342012070001,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.223695996654965009055140581342012070001.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_223695996654965009055140581342012070001.json
1055,train,1.2.840.113654.2.55.157924216369533022329334203800786843561,1_2_840_113654_2_55_157924216369533022329334203800786843561,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.157924216369533022329334203800786843561.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_157924216369533022329334203800786843561.json
1056,train,1.2.840.113654.2.55.202486194398146322210071861349106159032,1_2_840_113654_2_55_202486194398146322210071861349106159032,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.202486194398146322210071861349106159032.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_202486194398146322210071861349106159032.json
1057,train,1.2.840.113654.2.55.36848298905144203673329576780668185103,1_2_840_113654_2_55_36848298905144203673329576780668185103,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.36848298905144203673329576780668185103.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_36848298905144203673329576780668185103.json
1058,train,1.2.840.113654.2.55.305967130706436298981108341029645114308,1_2_840_113654_2_55_305967130706436298981108341029645114308,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.305967130706436298981108341029645114308.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_305967130706436298981108341029645114308.json
1059,train,1.2.840.113654.2.55.89970394889282005802193271441597291916,1_2_840_113654_2_55_89970394889282005802193271441597291916,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.89970394889282005802193271441597291916.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_89970394889282005802193271441597291916.json
1060,train,1.2.840.113654.2.55.175084671221795627451745007235512995128,1_2_840_113654_2_55_175084671221795627451745007235512995128,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.175084671221795627451745007235512995128.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_175084671221795627451745007235512995128.json
1061,train,1.2.840.113654.2.55.102236556545478157092621557341658509914,1_2_840_113654_2_55_102236556545478157092621557341658509914,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.102236556545478157092621557341658509914.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_102236556545478157092621557341658509914.json
1062,train,1.2.840.113654.2.55.247362017105568381254737438768506404813,1_2_840_113654_2_55_247362017105568381254737438768506404813,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.247362017105568381254737438768506404813.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_247362017105568381254737438768506404813.json
1063,train,1.2.840.113654.2.55.229753530107366726969796836466603196278,1_2_840_113654_2_55_229753530107366726969796836466603196278,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.229753530107366726969796836466603196278.nii.gz,2,0,2,2,0,0,0,0,2,0,1 2,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_229753530107366726969796836466603196278.json
1064,train,1.2.840.113654.2.55.201983605813956217183852131453657586865,1_2_840_113654_2_55_201983605813956217183852131453657586865,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.201983605813956217183852131453657586865.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_201983605813956217183852131453657586865.json
1065,train,1.2.840.113654.2.55.220497075975612142151470645049992176059,1_2_840_113654_2_55_220497075975612142151470645049992176059,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.220497075975612142151470645049992176059.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_220497075975612142151470645049992176059.json
1066,train,1.2.840.113654.2.55.92132714321990365519624534928090421522,1_2_840_113654_2_55_92132714321990365519624534928090421522,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.92132714321990365519624534928090421522.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_92132714321990365519624534928090421522.json
1067,train,1.2.840.113654.2.55.119079124812395668549947838186169249788,1_2_840_113654_2_55_119079124812395668549947838186169249788,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.119079124812395668549947838186169249788.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_119079124812395668549947838186169249788.json
1068,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.339307759052637678887373020763,1_3_6_1_4_1_14519_5_2_1_7009_9004_339307759052637678887373020763,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.339307759052637678887373020763.nii.gz,4,0,4,4,0,0,0,0,4,0,1 2 3 4,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_339307759052637678887373020763.json
1069,train,1.2.840.113654.2.55.181300398375030448263975188416761226224,1_2_840_113654_2_55_181300398375030448263975188416761226224,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.181300398375030448263975188416761226224.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_181300398375030448263975188416761226224.json
1070,train,1.2.840.113654.2.55.171169135197976179353881173637187729454,1_2_840_113654_2_55_171169135197976179353881173637187729454,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.171169135197976179353881173637187729454.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_171169135197976179353881173637187729454.json
1071,train,1.2.840.113654.2.55.110876322096668510628819324420671230462,1_2_840_113654_2_55_110876322096668510628819324420671230462,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.2.840.113654.2.55.110876322096668510628819324420671230462.nii.gz,5,0,5,5,0,0,0,0,5,0,1 2 3 4 5,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_2_840_113654_2_55_110876322096668510628819324420671230462.json
1072,train,1.3.6.1.4.1.14519.5.2.1.7009.9004.182864513704446839005443122468,1_3_6_1_4_1_14519_5_2_1_7009_9004_182864513704446839005443122468,success,,/opt/data/slow/LUNA25/MedSAMv2_masks/1.3.6.1.4.1.14519.5.2.1.7009.9004.182864513704446839005443122468.nii.gz,1,0,1,1,0,0,0,0,1,0,1,,0,False,False,/opt/data/slow/nn-datasets/Task023_LUNA25/raw_splitted/labelsTr/1_3_6_1_4_1_14519_5_2_1_7009_9004_182864513704446839005443122468.json
